4,107490.09,1893
2,104547.84,1878
6,102104.41,1807
8,102096.75,1820
10,102030.68,1842
7,101895.75,1826
5,101429.60,1830
9,100364.16,1761
3,100202.36,1821
0,98719.05,1761
1,98382.85,1823
